application_date,approval_id,issue_date,latitude,longitude,project_id,complete_cancel_date,job_id,status,valuation
2015-03-26,1458240,2015-03-26,32.947241,-117.083557,416645,,810274,Issued,
2015-03-26,1454805,2015-03-26,32.822971,-117.277598,415717,,808400,Issued,
2015-03-26,1458288,2015-03-26,32.937955,-117.162449,416675,,810323,Issued,
2015-03-26,1444129,2015-03-26,32.676434,-117.052533,412685,2015-07-22,802798,Completed,
2015-03-26,1458333,2015-03-26,32.968481,-117.136671,416684,2015-04-06,810343,Completed,
2015-02-27,1443010,2015-03-26,32.795782,-117.142986,412400,2015-06-28,802262,Completed,
2015-03-26,1458400,2015-03-26,32.563467,-117.048179,416702,2015-04-03,810375,Completed,
2015-03-26,1458432,2015-03-26,32.563152,-117.078909,416716,2015-06-11,810399,Completed,
2015-03-26,1454067,2015-03-26,32.561461,-117.07407,415486,2015-04-25,807993,Completed,
2015-02-05,1430654,2015-03-26,32.685436,-117.046085,409016,2015-05-13,796029,Completed,
2015-03-26,1458558,2015-03-26,32.922754,-117.223952,416756,2015-04-10,810463,Completed,
2015-02-20,1439216,2015-03-26,32.809182,-117.061199,411322,2015-04-22,800338,Completed,
2015-03-26,1454744,2015-03-26,32.932209,-117.186902,415703,2015-09-11,808370,Completed,
2015-03-26,1453239,2015-03-26,32.970812,-117.143819,415251,2015-04-15,807567,Completed,
2015-03-26,1450517,2015-03-26,32.909245,-117.154171,414468,2015-06-15,806086,Completed,
2015-03-26,1457074,2015-03-26,32.83742,-117.219756,416321,2015-04-16,809672,Completed,
2015-03-05,1446375,2015-03-26,32.569393,-117.069172,413319,2015-04-22,803959,Completed,
2015-03-26,1458486,2015-03-26,32.710898,-117.045733,416726,,810416,Issued,
2015-03-26,1458835,2015-03-26,32.733562,-117.247643,416835,,810607,Issued,
2015-03-26,1445825,2015-03-26,32.573727,-117.083501,413170,2015-04-10,803691,Completed,
2015-03-26,1458880,2015-03-26,32.57138,-117.090668,416855,,810637,Issued,
2015-03-26,1458960,2015-03-26,32.692347,-117.042036,416878,2015-05-28,810679,Completed,
2015-03-03,1445023,2015-03-26,32.823947,-117.083506,412947,2015-05-21,803295,Completed,
2015-03-26,1458974,2015-03-26,32.701742,-117.076815,416884,2015-04-07,810687,Completed,
2015-03-26,1458995,2015-03-26,32.83643,-117.175767,416874,2015-04-01,810667,Completed,
2015-03-26,1459000,2015-03-26,32.726214,-117.123038,416889,,810697,Issued,
2015-03-26,1459008,2015-03-26,32.694422,-117.048945,416891,2015-05-31,810701,Completed,
2015-03-26,1459013,2015-03-26,32.580376,-117.010874,416893,2015-04-10,810703,Completed,
2015-01-29,1426699,2015-03-27,32.909987,-117.132507,407936,,794065,Issued,
2015-03-27,1446359,2015-03-27,32.821059,-117.253335,413315,2015-04-02,803946,Completed,
2015-03-27,1453182,2015-03-27,32.847999,-117.267376,415227,2015-04-15,807527,Completed,
2015-03-04,1445024,2015-03-27,32.925896,-117.199215,412945,2015-04-24,803293,Completed,
2015-03-27,1459612,2015-03-27,32.556951,-117.049042,417073,2015-07-10,811011,Completed,
2015-03-27,1459650,2015-03-27,32.759587,-117.103019,417086,2015-04-22,811035,Completed,
2015-01-14,1418577,2015-03-27,32.703357,-117.054059,405749,2015-04-16,789840,Completed,
2015-01-15,1419070,2015-03-27,32.696122,-117.032891,405873,2016-01-07,790117,Cancelled - Rescinded (Customer Request),
2015-03-27,1457127,2015-03-27,32.738981,-117.081776,416336,2015-04-22,809704,Completed,
2015-03-27,1457119,2015-03-27,32.904577,-117.133306,416334,,809700,Issued,
2015-03-27,1456673,2015-03-27,32.74985,-117.148118,416200,2015-04-02,809462,Completed,
2015-03-27,1455406,2015-03-27,32.843279,-117.250941,415887,2015-04-17,808710,Completed,
2015-03-27,1455427,2015-03-27,32.902852,-117.075135,415892,,808718,Issued,
2015-03-27,1456562,2015-03-27,32.570752,-117.044201,416167,2015-07-30,809399,Completed,
2015-03-27,1457126,2015-03-27,32.978037,-117.137919,416333,2015-04-13,809696,Completed,
2015-03-27,1457059,2015-03-27,32.789374,-117.142863,416315,2015-07-07,809662,Completed,
2015-03-27,1457953,2015-03-27,32.731991,-117.113054,416594,,810147,Issued,
2015-03-27,1458006,2015-03-27,32.813878,-117.204094,416612,2015-04-15,810172,Completed,
2015-03-27,1457990,2015-03-27,32.963681,-117.195065,416609,2015-06-09,810167,Completed,
2015-03-27,1457846,2015-03-27,32.791832,-117.191178,416550,2015-04-22,810087,Completed,
2015-03-27,1458415,2015-03-27,32.743558,-117.174654,416712,2015-04-11,810391,Completed,
2015-03-27,1457798,2015-03-27,32.736807,-117.127686,416539,2015-04-16,810062,Completed,
2015-03-28,1457982,2015-03-28,32.962147,-117.193531,416606,2015-04-29,810161,Completed,
2015-03-28,1457999,2015-03-28,32.813437,-117.015935,416614,,810175,Issued,
2015-03-28,1445165,2015-03-28,32.768718,-117.105616,412988,2015-04-17,803363,Completed,
2015-03-28,1459739,2015-03-28,32.738431,-117.239981,417134,2015-10-13,811111,Completed,
2015-03-28,1459742,2015-03-28,32.709133,-117.020737,417135,2015-04-13,811113,Completed,
2015-03-28,1459745,2015-03-28,32.573277,-117.09103,417136,2015-04-22,811115,Completed,
2015-03-28,1459748,2015-03-28,32.674867,-117.049201,417137,2015-04-30,811117,Completed,
2015-03-28,1459759,2015-03-28,32.799856,-117.237498,417139,,811121,Issued,
2015-03-28,1459755,2015-03-28,32.586084,-117.068343,417140,,811123,Issued,
2015-03-28,1459763,2015-03-28,32.789008,-117.161332,417142,2015-06-01,811127,Completed,
2015-03-28,1459766,2015-03-28,32.799821,-117.23766,417141,,811125,Created,
2015-03-28,1459772,2015-03-28,32.572238,-117.015267,417143,2015-04-06,811129,Completed,
2015-03-28,1459778,2015-03-28,32.788212,-117.087867,417144,,811131,Issued,
2015-03-28,1459784,2015-03-28,32.788994,-117.161299,417145,2015-05-31,811133,Completed,
2015-03-28,1459789,2015-03-28,32.830547,-117.098362,417146,2015-04-16,811135,Completed,
2015-03-28,1459792,2015-03-28,32.951978,-117.221945,417147,2015-04-20,811137,Completed,
2015-03-28,1459795,2015-03-28,33.013647,-117.065511,417148,,811139,Issued,
2015-03-28,1457106,2015-03-28,32.830255,-117.2629,416330,2015-09-25,809692,Completed,
2015-03-28,1457093,2015-03-28,32.811734,-117.011425,416326,2015-05-29,809686,Completed,
2015-03-28,1459797,2015-03-28,32.929736,-117.137754,417149,2015-07-07,811141,Completed,
2015-03-28,1459800,2015-03-28,32.910407,-117.138657,417150,,811143,Issued,
2015-03-28,1458478,2015-03-28,32.7715,-117.109625,416729,,810420,Issued,
2015-03-30,1459829,2015-03-30,32.704432,-117.032243,417154,2015-06-23,811153,Completed,
2015-03-30,1459839,2015-03-30,32.80653,-117.142132,417156,2015-04-21,811155,Completed,
2015-03-30,1459855,2015-03-30,32.740989,-117.057817,417159,2015-04-22,811163,Completed,
2015-03-30,1459876,2015-03-30,32.679499,-117.049931,417168,2015-05-29,811174,Completed,
2015-03-30,1459983,2015-03-30,32.56982,-117.042949,417174,2015-12-03,811193,Completed,
2015-03-30,1460019,2015-03-30,32.679971,-117.041103,417198,,811240,Issued,
2015-03-30,1460042,2015-03-30,32.724729,-117.069507,417204,2015-04-13,811250,Completed,
2015-03-30,1460102,2015-03-30,32.943911,-117.182065,417222,2015-05-11,811282,Completed,
2015-03-12,1450845,2015-03-30,32.863022,-117.241343,414565,2015-04-15,806266,Completed,
2015-03-30,1460362,2015-03-30,32.824144,-117.19402,417313,,811440,Issued,
2015-03-10,1448790,2015-03-30,32.850982,-117.218599,413994,2015-04-27,805232,Completed,
2015-02-04,1429780,2015-03-30,32.838293,-117.251591,408808,2015-07-24,795639,Completed,
2015-03-30,1460437,2015-03-30,32.804611,-117.015253,417342,2015-04-15,811486,Completed,
2015-03-30,1460462,2015-03-30,32.736754,-117.225191,417351,,811501,Issued,
,1447329,2015-03-30,32.763551,-117.075762,413592,2015-04-09,804475,Completed,
2015-03-30,1460505,2015-03-30,32.796019,-117.042636,417356,2015-09-10,811513,Completed,
2015-03-30,1459576,2015-03-30,32.764056,-117.073408,417070,2015-05-29,811008,Completed,
2015-03-30,1459526,2015-03-30,32.671258,-117.050572,417055,2015-06-17,810981,Completed,
2015-03-27,1457146,2015-03-30,32.902568,-117.157937,416339,,809708,Issued,
2015-03-30,1459471,2015-03-30,32.769082,-117.105838,417040,2015-04-10,810953,Completed,
2015-03-30,1459293,2015-03-30,32.760329,-117.15397,416980,2015-04-23,810851,Completed,
2015-03-30,1459329,2015-03-30,32.784804,-117.162951,416989,,810871,Issued,
2015-03-30,1459476,2015-03-30,32.860107,-117.253786,417042,2015-04-10,810955,Completed,
2015-03-30,1459457,2015-03-30,32.832949,-117.214117,417035,2015-05-14,810945,Completed,
2015-03-30,1459539,2015-03-30,32.833268,-117.223477,417061,2015-05-22,810990,Completed,
2015-03-30,1457907,2015-03-30,32.949223,-117.142263,416581,2015-06-25,810131,Completed,
2015-04-01,1460722,2015-04-01,32.75096,-117.230839,417429,,811644,Issued,
2015-04-01,1453414,2015-04-01,32.95669,-117.19739,414455,2015-04-10,806066,Completed,
2015-04-01,1454799,2015-04-01,32.798494,-117.076077,415718,2015-04-07,808404,Completed,
2015-04-01,1437832,2015-04-01,33.008839,-117.142835,410925,2015-04-29,799645,Completed,
2015-04-01,1457005,2015-04-01,32.764785,-117.072582,416302,2015-05-12,809641,Completed,
2015-04-01,1456773,2015-04-01,32.749379,-117.188513,416233,,809519,Issued,
2015-04-01,1458334,2015-04-01,32.794829,-117.013902,416685,2016-01-19,810347,Completed,
2015-04-01,1439886,2015-04-01,32.94274,-117.185368,411481,2015-11-13,800627,Completed,
2015-03-10,1449002,2015-04-01,32.790393,-117.18089,414043,,805332,Issued,
2015-04-01,1457568,2015-04-01,32.797701,-117.143679,416459,2015-04-24,809929,Completed,
2015-04-01,1457973,2015-04-01,32.961786,-117.193727,416602,,810156,Issued,
2015-04-01,1450070,2015-04-01,32.824747,-117.079048,414361,2015-04-28,805902,Completed,
2015-04-01,1456687,2015-04-01,32.812881,-117.252167,416202,2015-06-03,809466,Completed,
2015-04-01,1450131,2015-04-01,33.001396,-117.078118,414371,2015-04-21,805924,Completed,
2015-04-01,1461234,2015-04-01,32.706748,-117.027543,417600,2015-04-29,811919,Completed,
2015-04-01,1461255,2015-04-01,32.783487,-117.237347,417607,2015-04-14,811931,Completed,
2015-04-01,1461331,2015-04-01,32.94995,-117.134382,417625,2015-06-18,811967,Completed,
2015-04-01,1461348,2015-04-01,32.819143,-117.188804,417630,2015-04-22,811976,Completed,
2015-03-09,1448286,2015-04-01,32.914014,-117.216224,413864,2015-04-10,804988,Completed,
2015-03-12,1450986,2015-04-02,32.997641,-117.165482,414610,2015-04-14,806343,Completed,
2015-02-05,1430665,2015-04-02,33.028833,-117.067939,409019,2015-05-20,796031,Completed,
,1456972,2015-04-02,32.704458,-117.038504,416259,2015-07-09,809572,Completed,
2015-04-02,1435783,2015-04-02,32.831004,-117.223761,410357,,798598,Issued,
2015-04-02,1457587,2015-04-02,32.93191,-117.204459,416467,2015-05-26,809943,Completed,
2015-03-16,1452343,2015-04-02,32.841659,-117.250033,414986,,807098,Issued,
2015-03-16,1452336,2015-04-02,32.733627,-117.245676,414982,2015-04-16,807090,Completed,
2015-04-02,1449169,2015-04-02,32.771208,-117.043148,414093,2015-04-07,805422,Completed,
2015-04-02,1457760,2015-04-02,32.931482,-117.13945,416281,,809607,Issued,
2015-04-02,1462562,2015-04-02,32.71778,-117.035495,417937,2015-04-14,812587,Completed,
2015-04-02,1462573,2015-04-02,32.716264,-117.10513,417941,,812596,Issued,
2015-04-02,1462612,2015-04-02,32.702514,-117.129282,417954,2015-07-10,812620,Completed,
2015-01-23,1423490,2015-04-02,32.702286,-117.036862,407041,2015-04-03,792361,Completed,
2015-03-19,1454480,2015-04-02,32.747342,-117.187564,415617,2015-04-29,808220,Completed,
2015-04-02,1462767,2015-04-02,32.918555,-117.137693,418000,2015-05-01,812705,Completed,
2015-04-02,1462771,2015-04-02,32.909279,-117.200861,418001,2015-05-11,812707,Completed,
2015-04-03,1462845,2015-04-03,32.719231,-117.063522,418022,2015-07-23,812753,Completed,
2015-04-03,1454080,2015-04-03,33.009514,-117.064093,415493,2015-04-16,808004,Completed,
2015-04-03,1463074,2015-04-03,32.70732,-117.061679,418073,,812857,Issued,
2015-02-05,1430918,2015-04-03,32.957272,-117.147828,409083,2015-05-13,796156,Completed,
2015-04-03,1460322,2015-04-03,32.974019,-117.132837,417289,2015-04-24,811402,Completed,
2015-04-03,1460346,2015-04-03,32.725465,-117.101284,417307,,811430,Issued,
2015-04-03,1460352,2015-04-03,32.758319,-117.058639,417310,2015-05-07,811432,Completed,
2015-04-03,1459295,2015-04-03,32.766062,-117.13236,416968,2016-03-24,810831,Completed,
2015-04-03,1458375,2015-04-03,32.714757,-117.044012,416698,2015-05-15,810369,Completed,
2015-04-03,1463200,2015-04-03,32.776694,-117.165476,418132,2015-04-07,812967,Completed,
2015-04-03,1459558,2015-04-03,32.975919,-117.096106,417063,,810996,Issued,
2015-04-03,1463236,2015-04-03,32.729986,-117.060077,418144,2015-04-09,812998,Completed,
2015-02-17,1435500,2015-04-03,32.920995,-117.08295,410288,,798479,Issued,26010
2015-04-03,1463243,2015-04-03,32.818678,-117.219015,418145,2015-06-15,813000,Completed,
2015-04-03,1459115,2015-04-03,32.90403,-117.153938,416926,2015-06-23,810760,Completed,
2015-04-03,1459440,2015-04-03,32.765043,-117.141097,417027,,810935,Issued,
2015-04-03,1459178,2015-04-03,32.829947,-117.1783,416941,2015-04-10,810789,Completed,
2015-04-03,1459210,2015-04-03,32.844004,-117.26619,416958,2015-06-09,810812,Completed,
2015-04-03,1459435,2015-04-03,32.904324,-117.132284,417025,2015-04-17,810931,Completed,
2015-04-03,1459332,2015-04-03,32.926338,-117.103848,416990,,810873,Issued,
2015-04-03,1459422,2015-04-03,32.974233,-117.135213,417007,2015-06-01,810901,Completed,
2015-04-03,1453644,2015-04-03,33.037873,-117.056159,415357,2015-04-28,807760,Completed,
2015-04-03,1463281,2015-04-03,32.956295,-117.242206,418156,2015-04-14,813023,Completed,
2015-04-03,1451423,2015-04-03,32.82628,-117.098542,414754,2015-05-12,806605,Completed,
2015-04-03,1459481,2015-04-03,32.706634,-117.055994,417036,2015-06-15,810949,Completed,
2015-04-03,1459515,2015-04-03,32.92304,-117.213012,417054,,810976,Issued,
2015-04-03,1459542,2015-04-03,32.574876,-117.024567,417057,2015-08-06,810983,Completed,
2015-04-03,1458929,2015-04-03,32.812504,-117.194341,416871,2015-05-04,810663,Completed,
2015-04-03,1458918,2015-04-03,33.000831,-117.166752,416868,2015-05-11,810659,Completed,
2015-04-03,1458908,2015-04-03,32.730539,-117.242487,416867,2015-05-11,810657,Completed,
2015-04-03,1458885,2015-04-03,32.804839,-117.016605,416857,2015-09-03,810641,Completed,
2015-04-03,1458862,2015-04-03,32.956355,-117.210903,416846,2015-05-21,810625,Completed,
2015-04-03,1458935,2015-04-03,32.834132,-117.087317,416875,2015-07-06,810673,Completed,
2015-04-03,1458755,2015-04-03,32.927045,-117.083669,416815,2015-04-29,810572,Completed,
2015-04-03,1463373,2015-04-03,32.818902,-117.158135,418183,2015-07-02,813070,Completed,
2015-04-03,1463376,2015-04-03,32.900001,-117.155754,418184,,813072,Issued,
2015-04-03,1463379,2015-04-03,32.700322,-117.106018,418185,,813074,Issued,
2015-04-03,1463382,2015-04-03,32.933567,-117.138095,418186,,813076,Issued,
2015-04-06,1451417,2015-04-06,32.784549,-117.079636,414736,2015-04-22,806572,Completed,
2015-04-06,1463448,2015-04-06,32.582662,-117.060085,418201,2015-06-02,813103,Completed,
2015-04-06,1463736,2015-04-06,32.762152,-117.081926,418277,2015-04-28,813229,Completed,
2015-04-06,1463742,2015-04-06,32.823334,-117.200291,418279,2015-06-10,813235,Completed,
2015-04-06,1459053,2015-04-06,32.922657,-117.10715,416910,2015-07-06,810733,Completed,
2015-04-06,1463696,2015-04-06,32.979376,-117.133536,418225,,813139,Issued,
2015-03-13,1451277,2015-04-06,32.935898,-117.084027,414708,2015-06-10,806517,Completed,
2015-03-18,1453723,2015-04-06,32.820889,-117.193692,415374,2015-04-22,807792,Completed,
2015-04-06,1464114,2015-04-06,32.826957,-117.189861,418187,2015-06-24,813078,Completed,
2015-04-06,1464117,2015-04-06,32.671402,-117.049195,418402,2015-06-07,813452,Completed,
2015-03-11,1449357,2015-04-07,32.79411,-117.13362,414151,2015-04-27,805532,Completed,
2015-04-07,1464244,2015-04-07,32.758605,-117.064825,418434,,813507,Issued,
2015-04-07,1444372,2015-04-07,32.826145,-117.211474,412768,2015-05-28,802947,Completed,
2015-03-12,1450235,2015-04-07,32.818547,-117.166797,414396,2015-05-05,805963,Completed,
2015-04-07,1459198,2015-04-07,32.734301,-117.095705,416951,2015-05-14,810800,Completed,
2015-04-07,1462438,2015-04-07,32.812159,-117.232923,417897,2015-05-19,812503,Completed,
2015-04-07,1464357,2015-04-07,32.703506,-117.061527,418442,2015-04-13,813525,Completed,
2015-03-18,1453451,2015-04-07,32.729132,-117.245157,415300,2015-04-22,807667,Completed,
2015-04-07,1464388,2015-04-07,32.814833,-117.093289,418482,2015-05-04,813597,Completed,
2015-04-07,1464400,2015-04-07,32.95529,-117.236952,418485,2015-04-30,813601,Completed,
2015-03-23,1455286,2015-04-07,32.772272,-117.120271,415844,2015-04-10,808639,Completed,
2015-04-07,1464151,2015-04-07,32.962949,-117.194475,418026,,812761,Issued,
2015-04-07,1462853,2015-04-07,32.810136,-117.019951,418025,,812759,Issued,
2015-04-07,1462847,2015-04-07,32.697769,-117.054593,418023,2015-06-30,812755,Completed,
2015-04-07,1462859,2015-04-07,32.768863,-117.084156,418027,,812763,Issued,
2015-04-07,1462868,2015-04-07,32.962848,-117.196255,418030,2016-01-27,812769,Completed,
2015-04-07,1462863,2015-04-07,32.811187,-117.018913,418028,2015-04-30,812765,Completed,
2015-04-07,1456838,2015-04-07,32.922987,-117.134818,416248,2015-05-06,809547,Completed,
2015-04-07,1462788,2015-04-07,32.917888,-117.074523,418006,2015-08-10,812715,Completed,
2015-04-07,1462782,2015-04-07,32.931192,-117.200224,418004,2015-04-10,812713,Completed,
2015-04-07,1462824,2015-04-07,32.560628,-117.059201,418016,2015-04-22,812741,Completed,
2015-04-07,1464634,2015-04-07,32.585883,-117.041061,418554,2015-05-29,813715,Completed,
2015-03-23,1455467,2015-04-07,32.770596,-117.125977,415906,,808743,Issued,
2015-04-07,1462839,2015-04-07,32.79438,-117.053839,418020,,812749,Issued,
2015-04-07,1462797,2015-04-07,32.922045,-117.072251,418010,,812723,Issued,
2015-04-07,1462832,2015-04-07,32.794112,-117.206757,418018,2015-07-23,812745,Completed,
2015-01-08,1415681,2015-04-07,32.798394,-117.043126,404974,2015-07-20,788356,Completed,
2015-03-25,1456971,2015-04-07,32.561374,-117.080807,416285,2015-05-05,809611,Completed,
2015-04-07,1462278,2015-04-07,32.839087,-117.198784,417849,2015-05-14,812419,Completed,
2015-04-07,1461509,2015-04-07,32.565686,-117.066979,417675,2015-05-20,812059,Completed,
2015-04-07,1461488,2015-04-07,32.84949,-117.214754,417663,2015-05-18,812029,Completed,
2015-04-07,1462630,2015-04-07,32.818562,-117.237164,417961,2015-05-13,812635,Completed,
2015-04-07,1462742,2015-04-07,32.746197,-117.136031,417993,,812688,Issued,
2015-04-07,1464874,2015-04-07,32.903804,-117.149485,418637,2015-04-15,813851,Completed,
2015-04-07,1464879,2015-04-07,32.981929,-117.13126,418638,2015-07-08,813853,Completed,
2015-04-08,1459173,2015-04-08,32.789896,-117.082712,416918,2015-04-17,810749,Completed,
2015-04-08,1457096,2015-04-08,32.997235,-117.120829,416328,,809688,Issued,
2015-04-08,1457051,2015-04-08,32.995831,-117.121588,416317,2016-04-21,809666,Completed,
2015-04-08,1465168,2015-04-08,32.951812,-117.112396,414275,,805757,Issued,
2015-04-08,1462817,2015-04-08,32.925821,-117.085743,418014,,812737,Issued,
2015-04-08,1461816,2015-04-08,32.800683,-117.142616,417730,2015-04-23,812213,Completed,
2015-04-08,1461792,2015-04-08,32.691316,-117.030969,417723,2015-06-30,812194,Completed,
2015-02-12,1434824,2015-04-08,32.7656,-117.066074,410108,2015-05-28,798131,Completed,
2015-04-08,1462895,2015-04-08,32.854621,-117.209154,418032,2015-05-15,812773,Completed,
2015-04-08,1462903,2015-04-08,32.793313,-117.059413,418038,2015-04-22,812786,Completed,
2015-03-10,1448809,2015-04-08,32.824859,-117.223026,413999,2015-04-17,805242,Completed,
2015-04-08,1457779,2015-04-08,33.040174,-117.056053,416530,,810052,Issued,
2015-03-23,1455669,2015-04-08,32.702201,-117.029951,415968,2015-05-01,808860,Completed,
2015-03-23,1455621,2015-04-08,33.043656,-117.087511,415952,2015-05-13,808829,Completed,
2015-04-08,1462601,2015-04-08,32.909187,-117.157605,417951,2015-04-28,812612,Completed,
2015-04-08,1462495,2015-04-08,32.944644,-117.126156,417915,,812548,Issued,
2015-04-08,1462479,2015-04-08,32.954955,-117.13793,417909,2015-05-20,812538,Completed,
2015-04-08,1462780,2015-04-08,32.74008,-117.107439,418003,2015-08-12,812711,Completed,
2015-04-08,1462787,2015-04-08,33.03475,-117.082743,418005,,812717,Issued,
2015-04-08,1462798,2015-04-08,32.6855,-117.047301,418008,2015-05-28,812721,Completed,
2015-04-08,1462791,2015-04-08,32.695366,-117.072123,418007,,812719,Issued,
2015-04-08,1462810,2015-04-08,32.985993,-117.071535,418012,2015-08-07,812731,Completed,
2015-04-08,1462806,2015-04-08,33.016137,-117.13049,418011,,812727,Issued,
2015-04-08,1462776,2015-04-08,32.925636,-117.15696,418002,2015-06-25,812709,Completed,
2015-04-08,1465626,2015-04-08,32.936371,-117.121129,418844,2015-05-14,814237,Completed,
2015-04-08,1465637,2015-04-08,32.667272,-117.063263,418846,2015-04-16,814251,Completed,
2015-04-08,1465679,2015-04-08,32.978514,-117.076546,418853,2015-05-13,814268,Completed,
2015-04-08,1465666,2015-04-08,32.754909,-117.180557,418851,,814266,Issued,
2015-04-08,1465648,2015-04-08,32.926436,-117.090748,418849,,814253,Issued,
2015-04-08,1465696,2015-04-08,32.904102,-117.166486,418857,,814281,Issued,
2015-04-08,1463897,2015-04-08,32.969907,-117.137096,418328,2015-04-28,813324,Completed,
2015-04-08,1463997,2015-04-08,32.583475,-117.057193,418357,2015-04-22,813377,Completed,
2015-04-08,1464078,2015-04-08,32.75661,-117.099442,418383,2015-08-13,813424,Completed,
2015-04-09,1465886,2015-04-09,32.669573,-117.054345,418911,,814383,Issued,
2015-04-09,1465925,2015-04-09,32.834824,-117.228709,418925,2015-06-22,814399,Completed,
2015-04-09,1465941,2015-04-09,32.68196,-117.065329,418930,,814407,Issued,
2015-02-06,1431639,2015-04-09,32.812929,-117.015924,409273,2015-04-16,796528,Completed,
2015-04-09,1457829,2015-04-09,32.93349,-117.247679,416545,2015-05-04,810068,Completed,
2015-04-09,1452263,2015-04-09,32.669663,-117.049943,414957,2015-07-09,807040,Completed,
,1455883,2015-04-09,32.799648,-117.139797,416028,2015-06-30,808964,Completed,
2015-04-09,1463831,2015-04-09,32.805854,-117.209784,418309,2015-05-07,813287,Completed,
2015-04-09,1466146,2015-04-09,32.712164,-117.240567,418974,2015-05-11,814499,Completed,
2015-04-09,1463801,2015-04-09,32.824308,-117.192664,418292,2015-06-08,813251,Completed,
2015-04-09,1462752,2015-04-09,32.963646,-117.194475,417985,2015-06-09,812676,Completed,
,1462476,2015-04-09,32.961496,-117.192868,417912,2015-06-05,812536,Completed,
2015-04-09,1465804,2015-04-09,32.903297,-117.06615,418889,2016-05-11,814337,Completed,
2015-04-09,1461876,2015-04-09,32.968078,-117.112412,417745,2015-06-23,812244,Completed,
2015-04-09,1443407,2015-04-09,32.794414,-117.047425,412452,2015-05-07,802365,Completed,
2015-04-09,1461889,2015-04-09,32.68009,-117.038949,417746,2015-06-19,812246,Completed,
2015-04-09,1462841,2015-04-09,32.924896,-117.118356,418021,,812751,Issued,
2015-03-18,1453779,2015-04-09,32.810078,-117.223269,415392,2015-04-21,807823,Completed,
2015-03-18,1453745,2015-04-09,32.705757,-117.023042,415377,2015-04-17,807799,Completed,
2015-01-28,1426146,2015-04-09,32.747174,-117.182866,407770,,793736,Issued,
2015-04-09,1466566,2015-04-09,33.011256,-117.135811,419106,2015-06-17,814726,Completed,
2015-04-09,1465947,2015-04-09,32.945464,-117.130972,418933,,814413,Issued,
2015-04-09,1463687,2015-04-09,33.037694,-117.050251,418265,2015-06-04,813209,Completed,
2015-04-09,1466603,2015-04-09,32.709968,-117.023443,419115,2015-04-14,814748,Completed,
2015-04-09,1466608,2015-04-09,32.837633,-117.20553,419117,,814752,Issued,
2015-04-10,1466647,2015-04-10,32.581582,-117.040575,419128,,814774,Issued,
2015-04-10,1466662,2015-04-10,32.715567,-117.036009,419133,,814782,Issued,
2015-04-10,1462419,2015-04-10,32.729961,-117.123778,417899,2015-05-12,812509,Completed,
,1461935,2015-04-10,33.005681,-117.069433,417760,2015-05-11,812271,Completed,
2015-04-10,1461919,2015-04-10,32.724236,-117.051251,417755,2015-05-18,812259,Completed,
2015-04-10,1463643,2015-04-10,33.037785,-117.062939,418252,2015-05-12,813186,Completed,
2015-04-10,1466680,2015-04-10,32.698849,-117.075367,419138,2015-05-29,814795,Completed,
2015-04-10,1466683,2015-04-10,32.799894,-117.248183,419141,,814797,Issued,
2015-04-10,1466788,2015-04-10,32.791438,-117.061644,419174,,814861,Issued,
2015-04-08,1462514,2015-04-10,32.906034,-117.164255,417921,,812561,Issued,
2015-04-08,1462583,2015-04-10,32.823949,-117.08112,417939,,812600,Issued,
2015-04-10,1466821,2015-04-10,32.717794,-117.238338,419182,2015-05-13,814877,Completed,
2015-04-10,1466840,2015-04-10,32.923129,-117.20832,419189,2015-04-17,814887,Completed,
2015-04-07,1462645,2015-04-10,32.826061,-117.269164,417965,2015-04-15,812648,Completed,
2015-03-17,1453067,2015-04-10,32.926848,-117.047648,415196,2015-05-29,807471,Completed,
2015-04-10,1438939,2015-04-10,32.790462,-117.066259,411230,2015-08-21,800185,Completed,
2015-04-10,1464887,2015-04-10,32.968692,-117.145519,418641,2015-04-21,813860,Completed,
2015-04-10,1448421,2015-04-10,32.825983,-117.085212,413889,2015-08-09,805040,Completed,
2015-04-10,1455595,2015-04-10,32.898957,-117.156424,415944,,808817,Issued,
2015-04-10,1456451,2015-04-10,32.793814,-117.048835,416130,,809340,Issued,
2015-04-10,1457924,2015-04-10,32.907491,-117.1463,416584,2015-08-19,810135,Completed,
2015-03-18,1453949,2015-04-10,32.77972,-117.199726,415455,2015-04-16,807933,Completed,
2015-04-01,1461067,2015-04-10,32.791652,-117.194554,417533,,811810,Issued,
2015-04-10,1467074,2015-04-10,32.929497,-117.141173,419125,,814768,Issued,
2015-04-10,1467091,2015-04-10,32.67723,-117.055312,419124,2015-04-23,814766,Completed,
2015-04-10,1466613,2015-04-10,32.725499,-117.105138,419118,2015-05-04,814754,Completed,
2015-04-09,1464325,2015-04-10,32.589398,-117.017555,418462,2015-07-13,813565,Completed,
2015-03-25,1457845,2015-04-10,32.761429,-117.102953,416553,,810089,Issued,
2015-04-10,1467140,2015-04-10,32.818771,-117.204632,419279,2015-05-29,815045,Completed,
2015-02-25,1441665,2015-04-10,32.995876,-117.168513,412015,2015-04-30,801551,Completed,7500
2015-04-10,1467228,2015-04-10,32.950951,-117.14233,419288,2015-06-17,815062,Completed,
2015-04-10,1467237,2015-04-10,32.693639,-117.117252,419297,2015-04-16,815078,Completed,
2015-04-10,1467242,2015-04-10,32.766067,-117.082236,419300,2015-04-16,815082,Completed,
